district,CVAP_TOT24
1,200997
2,179158
3,190721
4,194192
5,176598
6,161057
7,204104
8,191795
9,160577
10,183256
11,151766
12,182716
13,171538
14,171879
15,186783
16,189110
17,194908
18,196546
19,179551
20,177155
21,163748
22,153953
23,154224
24,130184
25,192826
26,129762
27,179870
28,185356
29,189212
30,200554
